Currency,Date,"Exchange Rate"
USD,2022-02-24,201.1908
USD,2022-02-23,201.1908
USD,2022-02-22,202.0000
USD,2022-02-21,201.9298
USD,2022-02-18,202.1141
USD,2022-02-17,202.0123
USD,2022-02-15,201.0000
USD,2022-02-14,201.0142
USD,2022-02-11,202.0000
USD,2022-02-10,201.9637
USD,2022-02-09,202.0659
USD,2022-02-08,202.4091
USD,2022-02-07,202.0000
USD,2022-02-03,201.5833
USD,2022-02-02,201.4205
USD,2022-02-01,201.9700
USD,2022-01-31,201.1910
USD,2022-01-28,201.1910
USD,2022-01-27,202.0000
USD,2022-01-26,201.5882
USD,2022-01-25,202.0323
USD,2022-01-24,202.0000
USD,2022-01-21,202.7500
USD,2022-01-20,201.0530
USD,2022-01-19,201.9442
USD,2022-01-18,201.9442
USD,2022-01-13,201.7844
USD,2022-01-12,200.9798
USD,2022-01-11,200.9450
USD,2022-01-10,201.9011
USD,2022-01-07,201.3347
USD,2022-01-06,201.0480
USD,2022-01-05,201.7081
USD,2022-01-04,200.0000
USD,2022-01-03,200.4338
USD,2021-12-31,200.4338
USD,2021-12-30,203.0000
USD,2021-12-29,201.0000
USD,2021-12-28,201.5032
USD,2021-12-27,200.9180
USD,2021-12-24,200.9180
USD,2021-12-23,200.7232
USD,2021-12-22,201.3214
USD,2021-12-21,201.5100
USD,2021-12-20,203.0000
USD,2021-12-17,201.5384
USD,2021-12-16,200.6717
USD,2021-12-15,201.8730
USD,2021-12-14,201.8730
USD,2021-12-13,201.3297
USD,2021-12-10,201.0603
USD,2021-12-09,201.2222
USD,2021-12-08,201.5945
USD,2021-12-07,200.0100
USD,2021-12-06,202.2500
USD,2021-12-03,200.4453
USD,2021-12-02,201.9333
USD,2021-12-01,202.0474
USD,2021-11-30,202.0474
USD,2021-11-29,201.7582
USD,2021-11-26,201.2131
USD,2021-11-25,200.9721
USD,2021-11-24,200.7778
USD,2021-11-23,202.4167
USD,2021-11-22,202.2000
USD,2021-11-19,202.1920
USD,2021-11-17,201.3428
USD,2021-11-16,202.0500
USD,2021-11-15,202.0500
USD,2021-11-12,202.3478
USD,2021-11-11,201.4145
USD,2021-11-10,202.3848
USD,2021-11-09,202.0549
USD,2021-11-08,200.3103
USD,2021-11-05,202.6244
USD,2021-11-03,202.5566
USD,2021-11-02,202.4998
USD,2021-11-01,201.9500
USD,2021-10-29,201.8705
USD,2021-10-28,200.0311
USD,2021-10-27,202.2092
USD,2021-10-26,203.0000
USD,2021-10-25,201.9836
USD,2021-10-22,201.0455
USD,2021-10-21,200.5117
USD,2021-10-18,200.0930
USD,2021-10-15,201.2500
USD,2021-10-14,200.0018
USD,2021-10-13,200.0000
USD,2021-10-12,202.4000
USD,2021-10-11,202.4000
USD,2021-10-08,202.9800
USD,2021-10-07,200.0350
USD,2021-10-06,200.0600
USD,2021-10-05,200.0000
USD,2021-10-04,200.1400
USD,2021-10-01,200.6959
USD,2021-09-30,199.9857
USD,2021-09-29,199.9857
USD,2021-09-28,200.0335
USD,2021-09-27,200.0000
USD,2021-09-24,200.2591
USD,2021-09-23,199.9000
USD,2021-09-22,199.6314
USD,2021-09-21,199.9330
USD,2021-09-17,200.0000
USD,2021-09-16,200.0063
USD,2021-09-15,200.0000
USD,2021-09-14,200.0000
USD,2021-09-13,200.0000
USD,2021-09-10,200.0000
USD,2021-09-09,199.9815
USD,2021-09-08,199.9500
USD,2021-09-07,207.3455
USD,2021-09-06,207.3455
USD,2021-09-03,207.3455
USD,2021-09-02,210.0000
USD,2021-09-01,210.0000
USD,2021-08-31,210.0000
USD,2021-08-30,202.6164
USD,2021-08-27,200.0000
USD,2021-08-26,199.9500
USD,2021-08-25,199.9000
USD,2021-08-24,199.9000
USD,2021-08-23,199.9000
USD,2021-08-20,199.9000
USD,2021-08-19,199.9000
USD,2021-08-18,199.9000
USD,2021-08-17,199.9217
USD,2021-08-16,199.9800
USD,2021-08-13,199.9160
USD,2021-08-12,199.9160
USD,2021-08-11,199.9160
USD,2021-08-10,199.9000
USD,2021-08-09,199.9075
USD,2021-08-06,199.9000
USD,2021-08-05,199.9000
USD,2021-08-04,199.9000
USD,2021-08-03,199.9000
USD,2021-08-02,199.9000
USD,2021-07-30,199.9000
USD,2021-07-29,199.9033
USD,2021-07-28,199.9000
USD,2021-07-27,199.9076
USD,2021-07-26,199.9329
USD,2021-07-22,199.9000
USD,2021-07-20,199.9019
USD,2021-07-19,199.8942
USD,2021-07-16,199.9000
USD,2021-07-15,199.8998
USD,2021-07-14,199.9000
USD,2021-07-13,199.9000
USD,2021-07-12,199.9056
USD,2021-07-09,199.9000
USD,2021-07-08,199.9000
USD,2021-07-07,199.9000
USD,2021-07-06,199.9000
USD,2021-07-05,199.9079
USD,2021-07-02,200.5222
USD,2021-07-01,200.7800
USD,2021-06-30,201.1381
USD,2021-06-29,199.9005
USD,2021-06-28,199.8904
USD,2021-06-25,199.8664
USD,2021-06-23,199.8938
USD,2021-06-22,199.9083
USD,2021-06-21,199.8743
USD,2021-06-18,199.8265
USD,2021-06-17,199.8643
USD,2021-06-16,199.7238
USD,2021-06-15,199.5000
USD,2021-06-14,199.8891
USD,2021-06-11,199.7609
USD,2021-06-10,199.6761
USD,2021-06-09,199.8250
USD,2021-06-08,199.6950
USD,2021-06-07,199.6853
USD,2021-06-04,199.6853
USD,2021-06-03,199.5342
USD,2021-06-02,199.5000
USD,2021-06-01,199.5000
USD,2021-05-31,199.5000
USD,2021-05-28,199.5632
USD,2021-05-25,199.5057
USD,2021-05-24,199.6668
USD,2021-05-21,199.9000
USD,2021-05-20,199.6625
USD,2021-05-19,199.6716
USD,2021-05-18,199.7873
USD,2021-05-17,199.5000
USD,2021-05-13,199.5000
USD,2021-05-12,199.5695
USD,2021-05-11,199.5817
USD,2021-05-10,199.5062
USD,2021-05-07,199.5155
USD,2021-05-06,199.5887
USD,2021-05-05,199.5872
USD,2021-05-04,199.6915
USD,2021-05-03,199.2275
USD,2021-04-30,199.5437
USD,2021-04-29,199.7500
USD,2021-04-28,197.5000
USD,2021-04-27,197.5000
USD,2021-04-23,191.9368
USD,2021-04-22,192.0000
USD,2021-04-21,191.8810
USD,2021-04-20,191.9721
USD,2021-04-19,194.4485
USD,2021-04-16,199.9346
USD,2021-04-15,200.0000
USD,2021-04-12,199.9100
USD,2021-04-09,199.8744
USD,2021-04-08,200.0184
USD,2021-04-07,199.0050
USD,2021-04-06,199.7500
USD,2021-04-05,199.3750
USD,2021-04-01,199.2153
USD,2021-03-31,199.0377
USD,2021-03-30,199.4353
USD,2021-03-29,198.1705
USD,2021-03-26,198.4450
USD,2021-03-25,198.0000
USD,2021-03-24,198.9530
USD,2021-03-23,197.7692
USD,2021-03-22,197.4667
USD,2021-03-19,199.2803
USD,2021-03-18,197.4500
USD,2021-03-17,198.4945
USD,2021-03-16,196.7750
USD,2021-03-15,196.0383
USD,2021-03-12,196.5333
USD,2021-03-10,195.9905
USD,2021-03-09,195.5000
USD,2021-03-08,195.5000
USD,2021-03-05,195.3636
USD,2021-03-04,195.2692
USD,2021-03-03,195.6288
USD,2021-03-02,194.5000
USD,2021-03-01,194.0149
USD,2021-02-25,194.0119
USD,2021-02-24,194.0560
USD,2021-02-23,194.2126
USD,2021-02-22,194.8257
USD,2021-02-19,194.8500
USD,2021-02-18,194.8500
USD,2021-02-17,194.9580
USD,2021-02-16,193.9717
USD,2021-02-15,193.9717
USD,2021-02-12,194.6250
USD,2021-02-11,194.5000
USD,2021-02-10,194.3090
USD,2021-02-09,194.3580
USD,2021-02-08,193.7369
USD,2021-02-05,194.4118
USD,2021-02-03,194.0008
USD,2021-02-02,192.5656
USD,2021-02-01,190.9824
USD,2021-01-29,194.3948
USD,2021-01-27,195.8630
USD,2021-01-26,196.1519
USD,2021-01-25,196.8017
USD,2021-01-22,196.4250
USD,2021-01-21,194.7980
USD,2021-01-20,194.7980
USD,2021-01-19,193.6458
USD,2021-01-18,192.7447
USD,2021-01-15,191.0367
USD,2021-01-13,186.9940
USD,2021-01-12,187.0000
USD,2021-01-11,187.5251
USD,2021-01-08,185.5000
USD,2021-01-07,185.0000
USD,2021-01-06,185.0000
USD,2021-01-05,185.0000
USD,2021-01-04,185.2750
USD,2021-01-01,185.3906
USD,2020-12-31,186.4082
USD,2020-12-30,187.9667
USD,2020-12-28,190.2846
USD,2020-12-24,190.2188
USD,2020-12-23,189.2842
USD,2020-12-22,187.7000
USD,2020-12-21,187.8600
USD,2020-12-18,187.8780
USD,2020-12-17,188.0686
USD,2020-12-16,187.8877
USD,2020-12-15,186.7323
USD,2020-12-14,186.0200
USD,2020-12-11,185.9087
USD,2020-12-10,185.9231
USD,2020-12-09,186.1692
USD,2020-12-08,186.2349
USD,2020-12-07,185.4773
USD,2020-12-04,186.5279
USD,2020-12-03,186.8761
USD,2020-12-02,185.6000
USD,2020-12-01,185.8000
USD,2020-11-30,184.9601
USD,2020-11-27,185.2192
USD,2020-11-26,185.5071
USD,2020-11-25,185.4000
USD,2020-11-24,185.4844
USD,2020-11-23,185.1174
USD,2020-11-20,184.6405
USD,2020-11-19,184.9321
USD,2020-11-18,184.9000
USD,2020-11-17,185.0098
USD,2020-11-16,184.6106
USD,2020-11-13,184.6036
USD,2020-11-12,184.5985
USD,2020-11-11,184.5183
USD,2020-11-10,184.6113
USD,2020-11-09,184.4664
USD,2020-11-06,184.4370
USD,2020-11-05,184.3855
USD,2020-11-04,184.4310
USD,2020-11-03,184.4256
USD,2020-11-02,184.2938
USD,2020-10-29,184.2769
USD,2020-10-28,184.2983
USD,2020-10-27,184.3315
USD,2020-10-26,184.5397
USD,2020-10-23,184.3012
USD,2020-10-22,184.3514
USD,2020-10-21,184.4198
USD,2020-10-20,184.3122
USD,2020-10-19,184.3203
USD,2020-10-16,184.6942
USD,2020-10-15,184.6039
USD,2020-10-14,184.2721
USD,2020-10-13,184.1919
USD,2020-10-12,184.1909
USD,2020-10-09,184.1916
USD,2020-10-08,184.4723
USD,2020-10-07,184.7127
USD,2020-10-06,184.7631
USD,2020-10-05,184.5675
USD,2020-10-02,184.9467
USD,2020-09-30,185.5224
USD,2020-09-29,185.2765
USD,2020-09-28,185.1969
USD,2020-09-25,185.0175
USD,2020-09-24,185.0959
USD,2020-09-23,185.3808
USD,2020-09-22,185.5337
USD,2020-09-21,185.3935
USD,2020-09-18,184.9621
USD,2020-09-17,184.8888
USD,2020-09-16,184.4109
USD,2020-09-15,184.2087
USD,2020-09-14,184.5487
USD,2020-09-11,184.7360
USD,2020-09-10,184.3531
USD,2020-09-09,184.3959
USD,2020-09-08,184.7814
USD,2020-09-07,185.2125
USD,2020-09-04,185.2317
USD,2020-09-03,185.4189
USD,2020-09-02,186.1004
USD,2020-08-31,186.1578
USD,2020-08-28,186.2504
USD,2020-08-27,186.3253
USD,2020-08-26,186.1231
USD,2020-08-25,184.7242
USD,2020-08-24,184.1213
USD,2020-08-21,186.0642
USD,2020-08-20,185.2732
USD,2020-08-19,184.0783
USD,2020-08-18,183.3052
USD,2020-08-17,182.8155
USD,2020-08-14,182.6450
USD,2020-08-13,183.4614
USD,2020-08-12,184.2772
USD,2020-08-11,184.8127
USD,2020-08-10,185.3294
USD,2020-08-07,185.4435
USD,2020-08-06,185.5025
USD,2020-08-05,185.5532
USD,2020-08-04,185.6137
USD,2020-07-31,185.6769
USD,2020-07-30,185.7224
USD,2020-07-29,185.7586
USD,2020-07-28,185.7498
USD,2020-07-27,185.7681
USD,2020-07-24,185.7495
USD,2020-07-23,185.7909
USD,2020-07-22,185.7760
USD,2020-07-21,185.7477
USD,2020-07-20,185.7792
USD,2020-07-17,185.8043
USD,2020-07-16,185.8084
USD,2020-07-15,185.8384
USD,2020-07-14,185.9109
USD,2020-07-13,185.8664
USD,2020-07-10,185.7142
USD,2020-07-09,185.8278
USD,2020-07-08,185.8464
USD,2020-07-07,185.8686
USD,2020-07-06,185.9691
USD,2020-07-03,186.0915
USD,2020-07-02,186.2482
USD,2020-07-01,186.2067
USD,2020-06-30,186.2292
USD,2020-06-29,186.1179
USD,2020-06-26,186.4400
USD,2020-06-25,186.5942
USD,2020-06-24,186.6693
USD,2020-06-23,186.6030
USD,2020-06-22,186.5972
USD,2020-06-19,186.5611
USD,2020-06-18,186.6082
USD,2020-06-17,185.9544
USD,2020-06-16,185.6585
USD,2020-06-15,185.1799
USD,2020-06-12,185.1677
USD,2020-06-11,185.1107
USD,2020-06-10,185.0856
USD,2020-06-09,185.0714
USD,2020-06-08,185.4808
USD,2020-06-04,185.7939
USD,2020-06-03,185.8628
USD,2020-06-02,186.1136
USD,2020-06-01,186.1456
USD,2020-05-29,186.2865
USD,2020-05-28,186.1153
USD,2020-05-27,186.0810
USD,2020-05-26,185.6954
USD,2020-05-22,186.9062
USD,2020-05-21,187.2876
USD,2020-05-20,187.6121
USD,2020-05-19,187.5900
USD,2020-05-18,187.9868
USD,2020-05-15,188.0186
USD,2020-05-14,188.1954
USD,2020-05-13,188.4262
USD,2020-05-12,188.1075
USD,2020-05-11,188.3479
USD,2020-05-06,188.9520
USD,2020-05-05,190.1281
USD,2020-05-04,191.9692
USD,2020-04-30,192.8500
USD,2020-04-29,192.7667
USD,2020-04-28,192.5000
USD,2020-04-27,192.0000
USD,2020-04-24,192.0000
USD,2020-04-23,192.7200
USD,2020-04-22,192.6909
USD,2020-04-21,194.8458
USD,2020-04-20,191.7233
USD,2020-04-17,192.6776
USD,2020-04-16,191.6919
USD,2020-04-15,192.9366
USD,2020-04-09,199.7543
USD,2020-04-08,198.4216
USD,2020-04-06,194.8023
USD,2020-04-03,191.0000
USD,2020-04-02,190.0000
USD,2020-04-01,190.1563
USD,2020-03-31,188.6236
USD,2020-03-30,190.5000
USD,2020-03-27,189.2500
USD,2020-03-26,189.2500
USD,2020-03-25,189.2500
USD,2020-03-24,187.0000
USD,2020-03-23,187.0000
USD,2020-03-20,186.9384
USD,2020-03-19,184.9298
USD,2020-03-18,185.0854
USD,2020-03-17,183.6968
USD,2020-03-13,182.8203
USD,2020-03-12,182.4348
USD,2020-03-11,182.4495
USD,2020-03-10,181.8312
USD,2020-03-06,181.9223
USD,2020-03-05,182.0347
USD,2020-03-04,182.1086
USD,2020-03-03,182.0821
USD,2020-03-02,181.9261
USD,2020-02-28,181.8071
USD,2020-02-27,181.6870
USD,2020-02-26,181.7458
USD,2020-02-25,181.7795
USD,2020-02-24,181.8423
USD,2020-02-20,181.8976
USD,2020-02-19,181.6199
USD,2020-02-18,181.5334
USD,2020-02-17,181.4757
USD,2020-02-14,181.4571
USD,2020-02-13,181.4481
USD,2020-02-12,181.4240
USD,2020-02-11,181.4241
USD,2020-02-10,181.3709
USD,2020-02-07,181.3408
USD,2020-02-06,181.3973
USD,2020-02-05,181.4781
USD,2020-02-03,181.4017
USD,2020-01-31,181.5857
USD,2020-01-30,181.4984
USD,2020-01-29,181.5348
USD,2020-01-28,181.5275
USD,2020-01-27,181.4427
USD,2020-01-24,181.4156
USD,2020-01-23,181.4718
USD,2020-01-22,181.3344
USD,2020-01-21,181.3382
USD,2020-01-20,181.3097
USD,2020-01-17,181.3814
USD,2020-01-16,181.5279
USD,2020-01-14,181.3012
USD,2020-01-13,181.4054
USD,2020-01-09,181.4217
USD,2020-01-08,181.3102
USD,2020-01-07,181.4523
USD,2020-01-06,181.3198
USD,2020-01-03,181.3687
USD,2020-01-02,181.0280
USD,2020-01-01,181.5011
