year_month,sub_district,monthly_avg,cum_avg
2023-11,MATARA,,
2023-11,MORAWAKE,,
2023-11,RATNAPURA,,
2023-11,BALANGODA,,
2023-12,NUWARA ELIYA,,
2023-12,RAMBODA,,
2023-12,PUNDALUOYA,,
2023-12,AGARAPATANA,,
2023-12,NANUOYA LINDULA TALAWAKELE,,
2023-12,PATANA KOTAGALA,,
2023-12,HATTON DICKOYA,,
2023-12,BOGAWANTALAWA,,
2023-12,UPCOT MASKELIYAB8,,
2023-12,WATAWALA GINIGAT NOTRON,,
2023-12,PUSSELLAWA HEWAHETA,,
2023-12,KOTMALE,,
2023-12,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2023-12,NILAMBE HANTANE GALAHA,,
2023-12,KADUGANNAWA,,
2023-12,MADULKELLE KNUCKLES RANGA,,
2023-12,HUNASGIRIYA MATALE YAKDESSA,,
2023-12,BALANGODA RAKWANA,,
2023-12,UDAPUSSELLAWA HALGRANOYA,,
2023-12,MATURATA,,
2023-12,KOSLANDA HALDUMULLA,,
2023-12,HAPUTALE,,
2023-12,BANDARAWELA POONAGALLA,,
2023-12,MALWATTE WELIMADA,,
2023-12,DEMODARA HALIELLA BADULLA,,
2023-12,ELLA NAMUNUKULA,,
2023-12,PASSARA LUNUGALLA,,
2023-12,MADULSIMA,,
2023-12,DENIYAYA,,
2023-12,GALLE,,
2023-12,KALUTARA,,
2023-12,KEGALLE,,
2023-12,KALANY VELLY,,
2023-12,KANDY MATALE KURUNEGALA,,
2023-12,MATARA,,
2023-12,MORAWAKE,,
2023-12,RATNAPURA,,
2023-12,BALANGODA,,
2024-01,NUWARA ELIYA,,
2024-01,RAMBODA,,
2024-01,PUNDALUOYA,,
2024-01,AGARAPATANA,,
2024-01,NANUOYA LINDULA TALAWAKELE,,
2024-01,PATANA KOTAGALA,,
2024-01,HATTON DICKOYA,,
2024-01,BOGAWANTALAWA,,
2024-01,UPCOT MASKELIYAB8,,
2024-01,WATAWALA GINIGAT NOTRON,,
2024-01,PUSSELLAWA HEWAHETA,,
2024-01,KOTMALE,,
2024-01,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2024-01,NILAMBE HANTANE GALAHA,,
2024-01,KADUGANNAWA,,
2024-01,MADULKELLE KNUCKLES RANGA,,
2024-01,HUNASGIRIYA MATALE YAKDESSA,,
2024-01,BALANGODA RAKWANA,,
2024-01,UDAPUSSELLAWA HALGRANOYA,,
2024-01,MATURATA,,
2024-01,KOSLANDA HALDUMULLA,,
2024-01,HAPUTALE,,
2024-01,BANDARAWELA POONAGALLA,,
2024-01,MALWATTE WELIMADA,,
2024-01,DEMODARA HALIELLA BADULLA,,
2024-01,ELLA NAMUNUKULA,,
2024-01,PASSARA LUNUGALLA,,
2024-01,MADULSIMA,,
2024-01,DENIYAYA,,
2024-01,GALLE,,
2024-01,KALUTARA,,
2024-01,KEGALLE,,
2024-01,KALANY VELLY,,
2024-01,KANDY MATALE KURUNEGALA,,
2024-01,MATARA,,
2024-01,MORAWAKE,,
2024-01,RATNAPURA,,
2024-01,BALANGODA,,
2024-01,COLOMBO,,
2024-02,NUWARA ELIYA,,
2024-02,RAMBODA,,
2024-02,PUNDALUOYA,,
2024-02,AGARAPATANA,,
2024-02,NANUOYA LINDULA TALAWAKELE,,
2024-02,PATANA KOTAGALA,,
2024-02,HATTON DICKOYA,,
2024-02,BOGAWANTALAWA,,
2024-02,UPCOT MASKELIYAB8,,
2024-02,WATAWALA GINIGAT NOTRON,,
2024-02,PUSSELLAWA HEWAHETA,,
2024-02,KOTMALE,,
2024-02,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2024-02,NILAMBE HANTANE GALAHA,,
2024-02,KADUGANNAWA,,
2024-02,MADULKELLE KNUCKLES RANGA,,
2024-02,HUNASGIRIYA MATALE YAKDESSA,,
2024-02,BALANGODA RAKWANA,,
2024-02,UDAPUSSELLAWA HALGRANOYA,,
2024-02,MATURATA,,
2024-02,KOSLANDA HALDUMULLA,,
2024-02,HAPUTALE,,
2024-02,BANDARAWELA POONAGALLA,,
2024-02,MALWATTE WELIMADA,,
2024-02,DEMODARA HALIELLA BADULLA,,
2024-02,ELLA NAMUNUKULA,,
2024-02,PASSARA LUNUGALLA,,
2024-02,MADULSIMA,,
2024-02,DENIYAYA,,
2024-02,GALLE,,
2024-02,KALUTARA,,
2024-02,KEGALLE,,
2024-02,KALANY VELLY,,
2024-02,KANDY MATALE KURUNEGALA,,
2024-02,MATARA,,
2024-02,MORAWAKE,,
2024-02,RATNAPURA,,
2024-02,BALANGODA,,
2024-02,COLOMBO,,
2024-03,NUWARA ELIYA,,
2024-03,RAMBODA,,
2024-03,PUNDALUOYA,,
2024-03,AGARAPATANA,,
2024-03,NANUOYA LINDULA TALAWAKELE,,
2024-03,PATANA KOTAGALA,,
2024-03,HATTON DICKOYA,,
2024-03,BOGAWANTALAWA,,
2024-03,UPCOT MASKELIYAB8,,
2024-03,WATAWALA GINIGAT NOTRON,,
2024-03,PUSSELLAWA HEWAHETA,,
2024-03,KOTMALE,,
2024-03,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2024-03,NILAMBE HANTANE GALAHA,,
2024-03,KADUGANNAWA,,
2024-03,MADULKELLE KNUCKLES RANGA,,
2024-03,HUNASGIRIYA MATALE YAKDESSA,,
2024-03,BALANGODA RAKWANA,,
2024-03,UDAPUSSELLAWA HALGRANOYA,,
2024-03,MATURATA,,
2024-03,KOSLANDA HALDUMULLA,,
2024-03,HAPUTALE,,
2024-03,BANDARAWELA POONAGALLA,,
2024-03,MALWATTE WELIMADA,,
2024-03,DEMODARA HALIELLA BADULLA,,
2024-03,ELLA NAMUNUKULA,,
2024-03,PASSARA LUNUGALLA,,
2024-03,MADULSIMA,,
2024-03,DENIYAYA,,
2024-03,GALLE,,
2024-03,KALUTARA,,
2024-03,KEGALLE,,
2024-03,KALANY VELLY,,
2024-03,KANDY MATALE KURUNEGALA,,
2024-03,MATARA,,
2024-03,MORAWAKE,,
2024-03,RATNAPURA,,
2024-03,BALANGODA,,
2024-03,COLOMBO,,
2024-04,NUWARA ELIYA,,
2024-04,RAMBODA,,
2024-04,PUNDALUOYA,,
2024-04,AGARAPATANA,,
2024-04,NANUOYA LINDULA TALAWAKELE,,
2024-04,PATANA KOTAGALA,,
2024-04,HATTON DICKOYA,,
2024-04,BOGAWANTALAWA,,
2024-04,UPCOT MASKELIYAB8,,
2024-04,WATAWALA GINIGAT NOTRON,,
2024-04,PUSSELLAWA HEWAHETA,,
2024-04,KOTMALE,,
2024-04,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2024-04,NILAMBE HANTANE GALAHA,,
2024-04,KADUGANNAWA,,
2024-04,MADULKELLE KNUCKLES RANGA,,
2024-04,HUNASGIRIYA MATALE YAKDESSA,,
2024-04,BALANGODA RAKWANA,,
2024-04,UDAPUSSELLAWA HALGRANOYA,,
2024-04,MATURATA,,
2024-04,KOSLANDA HALDUMULLA,,
2024-04,HAPUTALE,,
2024-04,BANDARAWELA POONAGALLA,,
2024-04,MALWATTE WELIMADA,,
2024-04,DEMODARA HALIELLA BADULLA,,
2024-04,ELLA NAMUNUKULA,,
2024-04,PASSARA LUNUGALLA,,
2024-04,MADULSIMA,,
2024-04,DENIYAYA,,
2024-04,GALLE,,
2024-04,KALUTARA,,
2024-04,KEGALLE,,
2024-04,KALANY VELLY,,
2024-04,KANDY MATALE KURUNEGALA,,
2024-04,MATARA,,
2024-04,MORAWAKE,,
2024-04,RATNAPURA,,
2024-04,BALANGODA,,
2024-04,COLOMBO,,
2024-05,NUWARA ELIYA,,
2024-05,RAMBODA,,
2024-05,PUNDALUOYA,,
2024-05,AGARAPATANA,,
2024-05,NANUOYA LINDULA TALAWAKELE,,
2024-05,PATANA KOTAGALA,,
2024-05,HATTON DICKOYA,,
2024-05,BOGAWANTALAWA,,
2024-05,UPCOT MASKELIYAB8,,
2024-05,WATAWALA GINIGAT NOTRON,,
2024-05,PUSSELLAWA HEWAHETA,,
2024-05,KOTMALE,,
2024-05,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2024-05,NILAMBE HANTANE GALAHA,,
2024-05,KADUGANNAWA,,
2024-05,MADULKELLE KNUCKLES RANGA,,
2024-05,HUNASGIRIYA MATALE YAKDESSA,,
2024-05,BALANGODA RAKWANA,,
2024-05,UDAPUSSELLAWA HALGRANOYA,,
2024-05,MATURATA,,
2024-05,KOSLANDA HALDUMULLA,,
2024-05,HAPUTALE,,
2024-05,BANDARAWELA POONAGALLA,,
2024-05,MALWATTE WELIMADA,,
2024-05,DEMODARA HALIELLA BADULLA,,
2024-05,ELLA NAMUNUKULA,,
2024-05,PASSARA LUNUGALLA,,
2024-05,MADULSIMA,,
2024-05,DENIYAYA,,
2024-05,GALLE,,
2024-05,KALUTARA,,
2024-05,KEGALLE,,
2024-05,KALANY VELLY,,
2024-05,KANDY MATALE KURUNEGALA,,
2024-05,MATARA,,
2024-05,MORAWAKE,,
2024-05,RATNAPURA,,
2024-05,BALANGODA,,
2024-05,COLOMBO,,
2024-06,NUWARA ELIYA,,
2024-06,RAMBODA,,
2024-06,PUNDALUOYA,,
2024-06,AGARAPATANA,,
2024-06,NANUOYA LINDULA TALAWAKELE,,
2024-06,PATANA KOTAGALA,,
2024-06,HATTON DICKOYA,,
2024-06,BOGAWANTALAWA,,
2024-06,UPCOT MASKELIYAB8,,
2024-06,WATAWALA GINIGAT NOTRON,,
2024-06,PUSSELLAWA HEWAHETA,,
2024-06,KOTMALE,,
2024-06,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2024-06,NILAMBE HANTANE GALAHA,,
2024-06,KADUGANNAWA,,
2024-06,MADULKELLE KNUCKLES RANGA,,
2024-06,HUNASGIRIYA MATALE YAKDESSA,,
2024-06,BALANGODA RAKWANA,,
2024-06,UDAPUSSELLAWA HALGRANOYA,,
2024-06,MATURATA,,
2024-06,KOSLANDA HALDUMULLA,,
2024-06,HAPUTALE,,
2024-06,BANDARAWELA POONAGALLA,,
2024-06,MALWATTE WELIMADA,,
2024-06,DEMODARA HALIELLA BADULLA,,
2024-06,ELLA NAMUNUKULA,,
2024-06,PASSARA LUNUGALLA,,
2024-06,MADULSIMA,,
2024-06,DENIYAYA,,
2024-06,GALLE,,
2024-06,KALUTARA,,
2024-06,KEGALLE,,
2024-06,KALANY VELLY,,
2024-06,KANDY MATALE KURUNEGALA,,
2024-06,MATARA,,
2024-06,MORAWAKE,,
2024-06,RATNAPURA,,
2024-06,BALANGODA,,
2024-06,COLOMBO,,
2024-07,NUWARA ELIYA,,
2024-07,RAMBODA,,
2024-07,PUNDALUOYA,,
2024-07,AGARAPATANA,,
2024-07,NANUOYA LINDULA TALAWAKELE,,
2024-07,PATANA KOTAGALA,,
2024-07,HATTON DICKOYA,,
2024-07,BOGAWANTALAWA,,
2024-07,UPCOT MASKELIYAB8,,
2024-07,WATAWALA GINIGAT NOTRON,,
2024-07,PUSSELLAWA HEWAHETA,,
2024-07,KOTMALE,,
2024-07,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2024-07,NILAMBE HANTANE GALAHA,,
2024-07,KADUGANNAWA,,
2024-07,MADULKELLE KNUCKLES RANGA,,
2024-07,HUNASGIRIYA MATALE YAKDESSA,,
2024-07,BALANGODA RAKWANA,,
2024-07,UDAPUSSELLAWA HALGRANOYA,,
2024-07,MATURATA,,
2024-07,KOSLANDA HALDUMULLA,,
2024-07,HAPUTALE,,
2024-07,BANDARAWELA POONAGALLA,,
2024-07,MALWATTE WELIMADA,,
2024-07,DEMODARA HALIELLA BADULLA,,
2024-07,ELLA NAMUNUKULA,,
2024-07,PASSARA LUNUGALLA,,
2024-07,MADULSIMA,,
2024-07,DENIYAYA,,
2024-07,GALLE,,
2024-07,KALUTARA,,
2024-07,KEGALLE,,
2024-07,KALANY VELLY,,
2024-07,KANDY MATALE KURUNEGALA,,
2024-07,MATARA,,
2024-07,MORAWAKE,,
2024-07,RATNAPURA,,
2024-07,BALANGODA,,
2024-07,COLOMBO,,
2024-08,NUWARA ELIYA,,
2024-08,RAMBODA,,
2024-08,PUNDALUOYA,,
2024-08,AGARAPATANA,,
2024-08,NANUOYA LINDULA TALAWAKELE,,
2024-08,PATANA KOTAGALA,,
2024-08,HATTON DICKOYA,,
2024-08,BOGAWANTALAWA,,
2024-08,UPCOT MASKELIYAB8,,
2024-08,WATAWALA GINIGAT NOTRON,,
2024-08,PUSSELLAWA HEWAHETA,,
2024-08,KOTMALE,,
2024-08,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2024-08,NILAMBE HANTANE GALAHA,,
2024-08,KADUGANNAWA,,
2024-08,MADULKELLE KNUCKLES RANGA,,
2024-08,HUNASGIRIYA MATALE YAKDESSA,,
2024-08,BALANGODA RAKWANA,,
2024-08,UDAPUSSELLAWA HALGRANOYA,,
2024-08,MATURATA,,
2024-08,KOSLANDA HALDUMULLA,,
2024-08,HAPUTALE,,
2024-08,BANDARAWELA POONAGALLA,,
2024-08,MALWATTE WELIMADA,,
2024-08,DEMODARA HALIELLA BADULLA,,
2024-08,ELLA NAMUNUKULA,,
2024-08,PASSARA LUNUGALLA,,
2024-08,MADULSIMA,,
2024-08,DENIYAYA,,
2024-08,GALLE,,
2024-08,KALUTARA,,
2024-08,KEGALLE,,
2024-08,KALANY VELLY,,
2024-08,KANDY MATALE KURUNEGALA,,
2024-08,MATARA,,
2024-08,MORAWAKE,,
2024-08,RATNAPURA,,
2024-08,BALANGODA,,
2024-08,COLOMBO,,
2024-09,NUWARA ELIYA,,
2024-09,RAMBODA,,
2024-09,PUNDALUOYA,,
2024-09,AGARAPATANA,,
2024-09,NANUOYA LINDULA TALAWAKELE,,
2024-09,PATANA KOTAGALA,,
2024-09,HATTON DICKOYA,,
2024-09,BOGAWANTALAWA,,
2024-09,UPCOT MASKELIYAB8,,
2024-09,WATAWALA GINIGAT NOTRON,,
2024-09,PUSSELLAWA HEWAHETA,,
2024-09,KOTMALE,,
2024-09,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2024-09,NILAMBE HANTANE GALAHA,,
2024-09,KADUGANNAWA,,
2024-09,MADULKELLE KNUCKLES RANGA,,
2024-09,HUNASGIRIYA MATALE YAKDESSA,,
2024-09,BALANGODA RAKWANA,,
2024-09,UDAPUSSELLAWA HALGRANOYA,,
2024-09,MATURATA,,
2024-09,KOSLANDA HALDUMULLA,,
2024-09,HAPUTALE,,
2024-09,BANDARAWELA POONAGALLA,,
2024-09,MALWATTE WELIMADA,,
2024-09,DEMODARA HALIELLA BADULLA,,
2024-09,ELLA NAMUNUKULA,,
2024-09,PASSARA LUNUGALLA,,
2024-09,MADULSIMA,,
2024-09,DENIYAYA,,
2024-09,GALLE,,
2024-09,KALUTARA,,
2024-09,KEGALLE,,
2024-09,KALANY VELLY,,
2024-09,KANDY MATALE KURUNEGALA,,
2024-09,MATARA,,
2024-09,MORAWAKE,,
2024-09,RATNAPURA,,
2024-09,BALANGODA,,
2024-09,COLOMBO,,
2024-10,NUWARA ELIYA,,
2024-10,RAMBODA,,
2024-10,PUNDALUOYA,,
2024-10,AGARAPATANA,,
2024-10,NANUOYA LINDULA TALAWAKELE,,
2024-10,PATANA KOTAGALA,,
2024-10,HATTON DICKOYA,,
2024-10,BOGAWANTALAWA,,
2024-10,UPCOT MASKELIYAB8,,
2024-10,WATAWALA GINIGAT NOTRON,,
2024-10,PUSSELLAWA HEWAHETA,,
2024-10,KOTMALE,,
2024-10,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2024-10,NILAMBE HANTANE GALAHA,,
2024-10,KADUGANNAWA,,
2024-10,MADULKELLE KNUCKLES RANGA,,
2024-10,HUNASGIRIYA MATALE YAKDESSA,,
2024-10,BALANGODA RAKWANA,,
2024-10,UDAPUSSELLAWA HALGRANOYA,,
2024-10,MATURATA,,
2024-10,KOSLANDA HALDUMULLA,,
2024-10,HAPUTALE,,
2024-10,BANDARAWELA POONAGALLA,,
2024-10,MALWATTE WELIMADA,,
2024-10,DEMODARA HALIELLA BADULLA,,
2024-10,ELLA NAMUNUKULA,,
2024-10,PASSARA LUNUGALLA,,
2024-10,MADULSIMA,,
2024-10,DENIYAYA,,
2024-10,GALLE,,
2024-10,KALUTARA,,
2024-10,KEGALLE,,
2024-10,KALANY VELLY,,
2024-10,KANDY MATALE KURUNEGALA,,
2024-10,MATARA,,
2024-10,MORAWAKE,,
2024-10,RATNAPURA,,
2024-10,BALANGODA,,
2024-10,COLOMBO,,
2024-11,NUWARA ELIYA,,
2024-11,RAMBODA,,
2024-11,PUNDALUOYA,,
2024-11,AGARAPATANA,,
2024-11,NANUOYA LINDULA TALAWAKELE,,
2024-11,PATANA KOTAGALA,,
2024-11,HATTON DICKOYA,,
2024-11,BOGAWANTALAWA,,
2024-11,UPCOT MASKELIYAB8,,
2024-11,WATAWALA GINIGAT NOTRON,,
2024-11,PUSSELLAWA HEWAHETA,,
2024-11,KOTMALE,,
2024-11,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2024-11,NILAMBE HANTANE GALAHA,,
2024-11,KADUGANNAWA,,
2024-11,MADULKELLE KNUCKLES RANGA,,
2024-11,HUNASGIRIYA MATALE YAKDESSA,,
2024-11,BALANGODA RAKWANA,,
2024-11,UDAPUSSELLAWA HALGRANOYA,,
2024-11,MATURATA,,
2024-11,KOSLANDA HALDUMULLA,,
2024-11,HAPUTALE,,
2024-11,BANDARAWELA POONAGALLA,,
2024-11,MALWATTE WELIMADA,,
2024-11,DEMODARA HALIELLA BADULLA,,
2024-11,ELLA NAMUNUKULA,,
2024-11,PASSARA LUNUGALLA,,
2024-11,MADULSIMA,,
2024-11,DENIYAYA,,
2024-11,GALLE,,
2024-11,KALUTARA,,
2024-11,KEGALLE,,
2024-11,KALANY VELLY,,
2024-11,KANDY MATALE KURUNEGALA,,
2024-11,MATARA,,
2024-11,MORAWAKE,,
2024-11,RATNAPURA,,
2024-11,BALANGODA,,
2024-11,COLOMBO,,
2024-12,NUWARA ELIYA,,
2024-12,RAMBODA,,
2024-12,PUNDALUOYA,,
2024-12,AGARAPATANA,,
2024-12,NANUOYA LINDULA TALAWAKELE,,
2024-12,PATANA KOTAGALA,,
2024-12,HATTON DICKOYA,,
2024-12,BOGAWANTALAWA,,
2024-12,UPCOT MASKELIYAB8,,
2024-12,WATAWALA GINIGAT NOTRON,,
2024-12,PUSSELLAWA HEWAHETA,,
2024-12,KOTMALE,,
2024-12,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2024-12,NILAMBE HANTANE GALAHA,,
2024-12,KADUGANNAWA,,
2024-12,MADULKELLE KNUCKLES RANGA,,
2024-12,HUNASGIRIYA MATALE YAKDESSA,,
2024-12,BALANGODA RAKWANA,,
2024-12,UDAPUSSELLAWA HALGRANOYA,,
2024-12,MATURATA,,
2024-12,KOSLANDA HALDUMULLA,,
2024-12,HAPUTALE,,
2024-12,BANDARAWELA POONAGALLA,,
2024-12,MALWATTE WELIMADA,,
2024-12,DEMODARA HALIELLA BADULLA,,
2024-12,ELLA NAMUNUKULA,,
2024-12,PASSARA LUNUGALLA,,
2024-12,MADULSIMA,,
2024-12,DENIYAYA,,
2024-12,GALLE,,
2024-12,KALUTARA,,
2024-12,KEGALLE,,
2024-12,KALANY VELLY,,
2024-12,KANDY MATALE KURUNEGALA,,
2024-12,MATARA,,
2024-12,MORAWAKE,,
2024-12,RATNAPURA,,
2024-12,BALANGODA,,
2024-12,COLOMBO,,
2025-01,NUWARA ELIYA,,
2025-01,RAMBODA,,
2025-01,PUNDALUOYA,,
2025-01,AGARAPATANA,,
2025-01,NANUOYA LINDULA TALAWAKELE,,
2025-01,PATANA KOTAGALA,,
2025-01,HATTON DICKOYA,,
2025-01,BOGAWANTALAWA,,
2025-01,UPCOT MASKELIYAB8,,
2025-01,WATAWALA GINIGAT NOTRON,,
2025-01,PUSSELLAWA HEWAHETA,,
2025-01,KOTMALE,,
2025-01,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2025-01,NILAMBE HANTANE GALAHA,,
2025-01,KADUGANNAWA,,
2025-01,MADULKELLE KNUCKLES RANGA,,
2025-01,HUNASGIRIYA MATALE YAKDESSA,,
2025-01,BALANGODA RAKWANA,,
2025-01,UDAPUSSELLAWA HALGRANOYA,,
2025-01,MATURATA,,
2025-01,KOSLANDA HALDUMULLA,,
2025-01,HAPUTALE,,
2025-01,BANDARAWELA POONAGALLA,,
2025-01,MALWATTE WELIMADA,,
2025-01,DEMODARA HALIELLA BADULLA,,
2025-01,ELLA NAMUNUKULA,,
2025-01,PASSARA LUNUGALLA,,
2025-01,MADULSIMA,,
2025-01,DENIYAYA,,
2025-01,GALLE,,
2025-01,KALUTARA,,
2025-01,KEGALLE,,
2025-01,KALANY VELLY,,
2025-01,KANDY MATALE KURUNEGALA,,
2025-01,MATARA,,
2025-01,MORAWAKE,,
2025-01,RATNAPURA,,
2025-01,BALANGODA,,
2025-01,COLOMBO,,
2025-02,NUWARA ELIYA,,
2025-02,RAMBODA,,
2025-02,PUNDALUOYA,,
2025-02,AGARAPATANA,,
2025-02,NANUOYA LINDULA TALAWAKELE,,
2025-02,PATANA KOTAGALA,,
2025-02,HATTON DICKOYA,,
2025-02,BOGAWANTALAWA,,
2025-02,UPCOT MASKELIYAB8,,
2025-02,WATAWALA GINIGAT NOTRON,,
2025-02,PUSSELLAWA HEWAHETA,,
2025-02,KOTMALE,,
2025-02,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2025-02,NILAMBE HANTANE GALAHA,,
2025-02,KADUGANNAWA,,
2025-02,MADULKELLE KNUCKLES RANGA,,
2025-02,HUNASGIRIYA MATALE YAKDESSA,,
2025-02,BALANGODA RAKWANA,,
2025-02,UDAPUSSELLAWA HALGRANOYA,,
2025-02,MATURATA,,
2025-02,KOSLANDA HALDUMULLA,,
2025-02,HAPUTALE,,
2025-02,BANDARAWELA POONAGALLA,,
2025-02,MALWATTE WELIMADA,,
2025-02,DEMODARA HALIELLA BADULLA,,
2025-02,ELLA NAMUNUKULA,,
2025-02,PASSARA LUNUGALLA,,
2025-02,MADULSIMA,,
2025-02,DENIYAYA,,
2025-02,GALLE,,
2025-02,KALUTARA,,
2025-02,KEGALLE,,
2025-02,KALANY VELLY,,
2025-02,KANDY MATALE KURUNEGALA,,
2025-02,MATARA,,
2025-02,MORAWAKE,,
2025-02,RATNAPURA,,
2025-02,BALANGODA,,
2025-02,COLOMBO,,
2025-03,NUWARA ELIYA,,
2025-03,RAMBODA,,
2025-03,PUNDALUOYA,,
2025-03,AGARAPATANA,,
2025-03,NANUOYA LINDULA TALAWAKELE,,
2025-03,PATANA KOTAGALA,,
2025-03,HATTON DICKOYA,,
2025-03,BOGAWANTALAWA,,
2025-03,UPCOT MASKELIYAB8,,
2025-03,WATAWALA GINIGAT NOTRON,,
2025-03,PUSSELLAWA HEWAHETA,,
2025-03,KOTMALE,,
2025-03,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2025-03,NILAMBE HANTANE GALAHA,,
2025-03,KADUGANNAWA,,
2025-03,MADULKELLE KNUCKLES RANGA,,
2025-03,HUNASGIRIYA MATALE YAKDESSA,,
2025-03,BALANGODA RAKWANA,,
2025-03,UDAPUSSELLAWA HALGRANOYA,,
2025-03,MATURATA,,
2025-03,KOSLANDA HALDUMULLA,,
2025-03,HAPUTALE,,
2025-03,BANDARAWELA POONAGALLA,,
2025-03,MALWATTE WELIMADA,,
2025-03,DEMODARA HALIELLA BADULLA,,
2025-03,ELLA NAMUNUKULA,,
2025-03,PASSARA LUNUGALLA,,
2025-03,MADULSIMA,,
2025-03,DENIYAYA,,
2025-03,GALLE,,
2025-03,KALUTARA,,
2025-03,KEGALLE,,
2025-03,KALANY VELLY,,
2025-03,KANDY MATALE KURUNEGALA,,
2025-03,MATARA,,
2025-03,MORAWAKE,,
2025-03,RATNAPURA,,
2025-03,BALANGODA,,
2025-03,COLOMBO,,
2025-04,NUWARA ELIYA,,
2025-04,RAMBODA,,
2025-04,PUNDALUOYA,,
2025-04,AGARAPATANA,,
2025-04,NANUOYA LINDULA TALAWAKELE,,
2025-04,PATANA KOTAGALA,,
2025-04,HATTON DICKOYA,,
2025-04,BOGAWANTALAWA,,
2025-04,UPCOT MASKELIYAB8,,
2025-04,WATAWALA GINIGAT NOTRON,,
2025-04,PUSSELLAWA HEWAHETA,,
2025-04,KOTMALE,,
2025-04,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2025-04,NILAMBE HANTANE GALAHA,,
2025-04,KADUGANNAWA,,
2025-04,MADULKELLE KNUCKLES RANGA,,
2025-04,HUNASGIRIYA MATALE YAKDESSA,,
2025-04,BALANGODA RAKWANA,,
2025-04,UDAPUSSELLAWA HALGRANOYA,,
2025-04,MATURATA,,
2025-04,KOSLANDA HALDUMULLA,,
2025-04,HAPUTALE,,
2025-04,BANDARAWELA POONAGALLA,,
2025-04,MALWATTE WELIMADA,,
2025-04,DEMODARA HALIELLA BADULLA,,
2025-04,ELLA NAMUNUKULA,,
2025-04,PASSARA LUNUGALLA,,
2025-04,MADULSIMA,,
2025-04,DENIYAYA,,
2025-04,GALLE,,
2025-04,KALUTARA,,
2025-04,KEGALLE,,
2025-04,KALANY VELLY,,
2025-04,KANDY MATALE KURUNEGALA,,
2025-04,MATARA,,
2025-04,MORAWAKE,,
2025-04,RATNAPURA,,
2025-04,BALANGODA,,
2025-04,COLOMBO,,
2025-05,NUWARA ELIYA,,
2025-05,RAMBODA,,
2025-05,PUNDALUOYA,,
2025-05,AGARAPATANA,,
2025-05,NANUOYA LINDULA TALAWAKELE,,
2025-05,PATANA KOTAGALA,,
2025-05,HATTON DICKOYA,,
2025-05,BOGAWANTALAWA,,
2025-05,UPCOT MASKELIYAB8,,
2025-05,WATAWALA GINIGAT NOTRON,,
2025-05,PUSSELLAWA HEWAHETA,,
2025-05,KOTMALE,,
2025-05,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2025-05,NILAMBE HANTANE GALAHA,,
2025-05,KADUGANNAWA,,
2025-05,MADULKELLE KNUCKLES RANGA,,
2025-05,HUNASGIRIYA MATALE YAKDESSA,,
2025-05,BALANGODA RAKWANA,,
2025-05,UDAPUSSELLAWA HALGRANOYA,,
2025-05,MATURATA,,
2025-05,KOSLANDA HALDUMULLA,,
2025-05,HAPUTALE,,
2025-05,BANDARAWELA POONAGALLA,,
2025-05,MALWATTE WELIMADA,,
2025-05,DEMODARA HALIELLA BADULLA,,
2025-05,ELLA NAMUNUKULA,,
2025-05,PASSARA LUNUGALLA,,
2025-05,MADULSIMA,,
2025-05,DENIYAYA,,
2025-05,GALLE,,
2025-05,KALUTARA,,
2025-05,KEGALLE,,
2025-05,KALANY VELLY,,
2025-05,KANDY MATALE KURUNEGALA,,
2025-05,MATARA,,
2025-05,MORAWAKE,,
2025-05,RATNAPURA,,
2025-05,BALANGODA,,
2025-05,COLOMBO,,
2025-06,NUWARA ELIYA,,
2025-06,RAMBODA,,
2025-06,PUNDALUOYA,,
2025-06,AGARAPATANA,,
2025-06,NANUOYA LINDULA TALAWAKELE,,
2025-06,PATANA KOTAGALA,,
2025-06,HATTON DICKOYA,,
2025-06,BOGAWANTALAWA,,
2025-06,UPCOT MASKELIYAB8,,
2025-06,WATAWALA GINIGAT NOTRON,,
2025-06,PUSSELLAWA HEWAHETA,,
2025-06,KOTMALE,,
2025-06,GAMPOLA NAWALAPITIYA DOLOSBAGE,,
2025-06,NILAMBE HANTANE GALAHA,,
2025-06,KADUGANNAWA,,
2025-06,MADULKELLE KNUCKLES RANGA,,
2025-06,HUNASGIRIYA MATALE YAKDESSA,,
2025-06,BALANGODA RAKWANA,,
