year_month,tea_category,package_type,quantity_kg,fob_rs_per_kg
2024-06,Instant,Packets (4g-1Kg),180.0,
2024-07,Black,Bags,643057.45,
2024-07,Black,Bulk,402235.01,
2024-07,Black,Packets (1Kg - 3kg),17600.0,
2024-07,Black,Packets (3kg - 5kg),9.6,
2024-07,Black,Packets (4g - 1kg),138514.11,
2024-07,Green,Bags,89646.4,
2024-07,Green,Bulk,43915.0,
2024-07,Green,Packets (3kg - 5kg),42635.0,
2024-07,Green,Packets (4g - 1kg),33141.51,
2024-07,Instant,Packets (>3kg),183360.84,
2024-08,Black,Bags,531285.44,
2024-08,Black,Bulk,269595.84,
2024-08,Black,Packets (1Kg - 3kg),1616.18,
2024-08,Black,Packets (3kg - 5kg),6.93,
2024-08,Black,Packets (4g - 1kg),225175.53,
2024-08,Black,Packets (5kg - 10kg),11970.0,
2024-08,Green,Bags,133875.67,
2024-08,Green,Bulk,6642.0,
2024-08,Green,Packets (3kg - 5kg),15250.0,
2024-08,Green,Packets (4g - 1kg),34949.81,
2024-08,Green,Packets (5kg - 10kg),4950.0,
2024-08,Instant,Packets (>3kg),205104.86,
2024-09,Black,Bags,586484.1,
2024-09,Black,Bulk,238815.8,
2024-09,Black,Packets (1Kg - 3kg),17600.0,
2024-09,Black,Packets (3kg - 5kg),41.01,
2024-09,Black,Packets (4g - 1kg),114362.93,
2024-09,Black,Packets (5kg - 10kg),3840.0,
2024-09,Green,Bags,103993.95,
2024-09,Green,Bulk,39020.0,
2024-09,Green,Packets (1Kg - 3kg),2000.0,
2024-09,Green,Packets (3kg - 5kg),92.4,
2024-09,Green,Packets (4g - 1kg),136460.19,
2024-09,Green,Packets (5kg - 10kg),5005.0,
2024-09,Instant,Packets (>3kg),172179.43,
2024-10,Black,Bags,622566.22,
2024-10,Black,Bulk,298291.6,
2024-10,Black,Packets (3kg - 5kg),223.3,
2024-10,Black,Packets (4g - 1kg),167698.9,
2024-10,Green,Bags,120438.14,
2024-10,Green,Bulk,6744.0,
2024-10,Green,Packets (1Kg - 3kg),15200.0,
2024-10,Green,Packets (3kg - 5kg),41975.0,
2024-10,Green,Packets (4g - 1kg),83570.67,
2024-10,Instant,Packets (>3kg),256835.33,
2024-10,Instant,Packets (1Kg - 3kg),1010.0,
2024-11,Black,Bags,602879.69,
2024-11,Black,Bulk,179011.0,
2024-11,Black,Packets (1kg - 3kg),280.0,
2024-11,Black,Packets (4g - 1kg),335976.92,
2024-11,Black,Packets (5kg - 10kg),1000.0,
2024-11,Green,Bags,116644.33,
2024-11,Green,Bulk,24280.0,
2024-11,Green,Packets (3kg - 5kg),17475.0,
2024-11,Green,Packets (4g - 1kg),64036.86,
2024-11,Instant,Packets (>3kg),114703.54,
2024-12,Black,Bags,676479.96,
2024-12,Black,Bulk,295609.76,
2024-12,Black,Packets (1kg - 3kg),78.0,
2024-12,Black,Packets (4g - 1kg),356131.51,
2024-12,Black,Packets (5kg - 10kg),41710.0,
2024-12,Green,Bags,141192.7,
2024-12,Green,Bulk,2875.0,
2024-12,Green,Packets (1kg - 3kg),60.0,
2024-12,Green,Packets (3kg - 5kg),50500.0,
2024-12,Green,Packets (4g - 1kg),55455.61,
2024-12,Green,Packets (5kg - 10kg),27710.0,
2024-12,Instant,Packets (>3kg),63425.34,
2024-12,Instant,Packets (1kg - 3kg),100.0,
2024-12,Instant,Packets (4g - 1kg),96.0,
2025-01,Black,Bags,591847.33,
2025-01,Black,Bulk,236667.82,
2025-01,Black,Packets (4g - 1kg),242694.11,
2025-01,Black,Packets (3kg - 5kg),100.0,
2025-01,Green,Bags,103048.28,
2025-01,Green,Bulk,35494.0,
2025-01,Green,Packets (4g - 1kg),32412.72,
2025-01,Instant,Packets (>3kg),130915.74,
2025-01,Instant,Packets (1kg - 3kg),200.0,
2025-01,Instant,Packets (4g - 1kg),1195.2,
2025-02,Black,Bags,694700.41,
2025-02,Black,Bulk,245202.8,
2025-02,Black,Packets (1kg - 3kg),12.3,
2025-02,Black,Packets (4g - 1kg),370511.27,
2025-02,Black,Packets (5kg - 10kg),480.0,
2025-02,Green,Bags,155680.86,
2025-02,Green,Bulk,20084.0,
2025-02,Green,Packets (3kg - 5kg),21382.0,
2025-02,Green,Packets (4g - 1kg),42017.13,
2025-02,Green,Packets (5kg - 10kg),988.0,
2025-02,Instant,Packets (>3kg),217672.12,
2025-02,Instant,Packets (4g - 1kg),86.4,
2025-03,Black,Bags,697044.95,
2025-03,Black,Bulk,222263.8,
2025-03,Black,Packets (4g - 1kg),300326.68,
2025-03,Black,Packets (5kg - 10kg),30000.0,
2025-03,Green,Bags,158501.11,
2025-03,Green,Bulk,32820.0,
2025-03,Green,Packets (3kg - 5kg),8268.99,
2025-03,Green,Packets (4g - 1kg),36960.12,
2025-03,Instant,Packets (>3kg),174846.29,
2025-03,Instant,Packets (4g - 1kg),211.2,
2025-04,Black,Bags,480978.35,
2025-04,Black,Bulk,239512.6,
2025-04,Black,Packets (1kg - 3kg),32.0,
2025-04,Black,Packets (4g - 1kg),285195.18,
2025-04,Black,Packets (5kg - 10kg),30000.0,
2025-04,Green,Bags,92021.56,
2025-04,Green,Bulk,77280.0,
2025-04,Green,Packets (1kg - 3kg),482.0,
2025-04,Green,Packets (3kg - 5kg),6250.0,
2025-04,Green,Packets (4g - 1kg),47538.09,
2025-04,Instant,Packets (>3kg),154651.44,
2025-04,Instant,Packets (4g - 1kg),9.6,
2025-05,Black,Bags,402926.33,
2025-05,Black,Bulk,97924.84,
2025-05,Black,Packets (1kg - 3kg),108.0,
2025-05,Black,Packets (4g - 1kg),189282.31,
2025-05,Green,Bags,110386.7,
2025-05,Green,Bulk,9967.0,
2025-05,Green,Packets (1kg - 3kg),150.0,
2025-05,Green,Packets (4g - 1kg),54521.8,
2025-05,Green,Packets (5kg - 10kg),104.04,
2025-05,Instant,Packets (>3kg),278189.28,
2025-06,Black,Bags,605204.01,
2025-06,Black,Bulk,248355.6,
2025-06,Black,Packets (1kg - 3kg),4.8,
2025-06,Black,Packets (4g - 1kg),384907.7,
2025-06,Green,Bags,111629.49,
2025-06,Green,Bulk,53196.0,
2025-06,Green,Packets (1kg - 3kg),95.5,
2025-06,Green,Packets (3kg - 5kg),22025.0,
2025-06,Green,Packets (4g - 1kg),79586.46,
2025-06,Instant,Packets (>3kg),241930.19,
2025-06,Instant,Packets (4g - 1kg),604.8,
2025-07,Black,Bags,616689.45,
2025-07,Black,Bulk,241976.6,
2025-07,Black,Packets (4g - 1kg),243017.29,
2025-07,Black,Packets (5Kg - 10kg),17250.0,
2025-07,Green,Bags,126437.53,
2025-07,Green,Bulk,27776.0,
2025-07,Green,Packets (3kg - 5kg),52125.0,
2025-07,Green,Packets (4g - 1kg),115593.8,
2025-07,Green,Packets (5kg - 10kg),8560.0,
2025-07,Instant,Packets (>3kg),200149.44,
2025-08,Black,Bags,716166.18,
2025-08,Black,Bulk,240486.0,
2025-08,Black,Packets (1kg - 3kg),100.0,
2025-08,Black,Packets (4g - 1kg),475873.05,
2025-08,Black,Packets (5Kg - 10kg),64344.0,
2025-08,Green,Bags,123379.59,
2025-08,Green,Bulk,35035.0,
2025-08,Green,Packets (1kg - 3kg),330.0,
2025-08,Green,Packets (3kg - 5kg),7835.0,
2025-08,Green,Packets (4g - 1kg),52756.74,
2025-08,Instant,Packets (>3kg),220984.31,
2025-08,Instant,Packets (4g - 1kg),19.2,
2025-09,Black,Bags,766119.11,
2025-09,Black,Bulk,256675.2,
2025-09,Black,Packets (4g - 1kg),416483.75,
2025-09,Black,Packets (5Kg - 10kg),48360.0,
2025-09,Green,Bags,134218.63,
2025-09,Green,Bulk,32405.0,
2025-09,Green,Packets (3kg - 5kg),15250.0,
2025-09,Green,Packets (4g - 1kg),68220.24,
2025-09,Green,Packets (5g - 10kg),27460.0,
2025-09,Instant,Packets (>3kg),183631.06,
2025-09,Instant,Packets (4g - 1kg),4476.24,
2025-10,Black,Bags,924191.76,
2025-10,Black,Bulk,293309.0,
2025-10,Black,Packets (4g - 1kg),267675.88,
2025-10,Green,Bags,125824.43,
2025-10,Green,Bulk,43960.0,
2025-10,Green,Packets (3kg - 5kg),33375.0,
2025-10,Green,Packets (4g - 1kg),56227.3,
2025-10,Instant,Packets (>3kg),128145.25,
2025-10,Instant,Packets (4g - 1kg),119.2,
2025-11,Black,Bags,769223.36,
2025-11,Black,Bulk,288463.0,
2025-11,Black,Packets (3kg - 5kg),13750.0,
2025-11,Black,Packets (4g - 1kg),241901.44,
2025-11,Black,Packets (5kg - 10kg),16257.51,
2025-11,Green,Bags,120470.1,
2025-11,Green,Bulk,11860.0,
2025-11,Green,Packets (3kg - 5kg),9585.0,
2025-11,Green,Packets (4g - 1kg),30263.37,
2025-11,Green,Packets (5kg - 10kg),3250.0,
2025-11,Instant,Packets (>3kg),132056.04,
2025-11,Instant,Packets (4g - 1kg),667.2,
2025-12,Black,Bags,660443.02,
2025-12,Black,Bulk,292956.72,
2025-12,Black,Packets (4g - 1kg),521380.52,
2025-12,Green,Bags,146450.44,
2025-12,Green,Bulk,1035.0,
2025-12,Green,Packets (1kg - 3kg),70.0,
2025-12,Green,Packets (3kg - 5kg),19225.0,
2025-12,Green,Packets (4g - 1kg),47239.62,
2025-12,Green,Packets (5kg - 10kg),1000.0,
2025-12,Instant,Packets (>3kg),54196.27,
2026-02,Black,Bags,708179.89,
2026-02,Black,Bulk,247292.0,
2026-02,Black,Packets (4g - 1kg),288682.35,
2026-02,Black,Packets (5kg - 10kg),8250.0,
2026-02,Green,Bags,121641.96,
2026-02,Green,Bulk,30055.79,
2026-02,Green,Packets (3kg - 5kg),64140.75,
2026-02,Green,Packets (4g - 1kg),26016.84,
2026-02,Instant,Packets (>3kg),208486.27,
2026-02,Instant,Packets (4g - 1kg),263.6,
2026-03,Black,Bags,806273.24,
2026-03,Black,Bulk,114733.72,
2026-03,Black,Packets (4g - 1kg),156258.73,
2026-03,Green,Bags,151908.84,
2026-03,Green,Bulk,743.6,
2026-03,Green,Packets (4g - 1kg),127901.99,
2026-03,Instant,Packets (>3kg),222454.44,
2026-03,Instant,Packets (4g - 1kg),1765.44,
