year_month,tea_category,package_type,quantity_kg,fob_rs_per_kg
2023-08,Black,Bags,1505037.86,
2023-08,Black,Bulk,9518821.41,
2023-08,Black,Packets (4g - 1kg),7149685.59,
2023-08,Black,Packets (1kg - 3kg),226421.8,
2023-08,Black,Packets (3kg - 5kg),1196808.32,
2023-08,Black,Packets (5kg - 10kg),2633081.0,
2023-08,Green,Bags,60223.98,
2023-08,Green,Bulk,22111.0,
2023-08,Green,Packets (4g - 1kg),47400.05,
2023-08,Green,Packets (1Kg-3Kg),1164.0,
2023-08,Green,Packets (5kg - 10kg),4900.0,
2023-08,Instant,Packets (>3kg),102157.0,
2023-08,Instant,Packets (4g-1Kg),0.2,
2023-08,RTD,RTD ( Liters ),1989.56,
2023-09,Black,Bags,1485057.72,
2023-09,Black,Bulk,9410576.83,
2023-09,Black,Packets (4g - 1kg),6910070.83,
2023-09,Black,Packets (1kg - 3kg),262817.67,
2023-09,Black,Packets (3kg - 5kg),1403813.52,
2023-09,Black,Packets (5kg - 10kg),2433326.09,
2023-09,Green,Bags,59595.95,
2023-09,Green,Bulk,21630.0,
2023-09,Green,Packets (4g - 1kg),42181.32,
2023-09,Green,Packets (3Kg-5Kg),254.0,
2023-09,Green,Packets (5kg - 10kg),1640.0,
2023-09,Instant,Packets (>3kg),102241.8,
2023-09,Instant,Packets (4g-1Kg),12.64,
2023-09,RTD,RTD ( Liters ),162.15,
2023-10,Black,Bags,1496083.45,
2023-10,Black,Bulk,7567054.5,
2023-10,Black,Packets (4g - 1kg),5404724.81,
2023-10,Black,Packets (1kg - 3kg),188269.78,
2023-10,Black,Packets (3kg - 5kg),945413.0,
2023-10,Black,Packets (5kg - 10kg),1646224.18,
2023-10,Green,Bags,75409.81,
2023-10,Green,Bulk,36930.0,
2023-10,Green,Packets (4g - 1kg),70276.57,
2023-10,Green,Packets (1kg - 3kg),2748.0,
2023-10,Green,Packets (5kg - 10kg),230.0,
2023-10,Instant,Packets (>3kg),33806.0,
2023-10,Instant,Packets (4g-1Kg),0.2,
2023-10,RTD,RTD ( Liters ),100.2,
2023-11,Black,Bags,1698884.7,
2023-11,Black,Bulk,8910245.68,
2023-11,Black,Packets (4g - 1kg),6301782.32,
2023-11,Black,Packets (1kg - 3kg),194915.95,
2023-11,Black,Packets (3kg - 5kg),1030158.66,
2023-11,Black,Packets (5kg - 10kg),1480495.0,
2023-11,Green,Bags,67480.05,
2023-11,Green,Bulk,21205.36,
2023-11,Green,Packets (1kg - 3kg),300.0,
2023-11,Green,Packets (3kg - 5kg),5.0,
2023-11,Green,Packets (4g - 1kg),66773.79,
2023-11,Green,Packets (5kg - 10kg),800.0,
2023-11,Instant,Packets (>3kg),637933.8,
2023-11,RTD,RTD ( Liters ),1360.8,
2023-12,Black,Bags,1494850.56,
2023-12,Black,Bulk,8833837.0,
2023-12,Black,Packets (4g - 1kg),6110060.92,
2023-12,Black,Packets (1kg - 3kg),249669.59,
2023-12,Black,Packets (3kg - 5kg),986974.6,
2023-12,Black,Packets (5kg - 10kg),1830558.0,
2023-12,Green,Bags,63982.54,
2023-12,Green,Bulk,21039.48,
2023-12,Green,Packets (4g - 1kg),63349.47,
2023-12,Green,Packets (1kg - 3kg),3195.0,
2023-12,Green,Packets (3kg - 5kg),14.0,
2023-12,Green,Packets (5kg - 10kg),612.0,
2023-12,Instant,Packets (>3kg),235120.0,
2023-12,Instant,Bags,120.0,
2023-12,RTD,RTD ( Liters ),4032.0,
2024-01,Black,Bags,1430182.97,
2024-01,Black,Bulk,8521889.49,
2024-01,Black,Packets (4g - 1kg),4951600.13,
2024-01,Black,Packets (1kg - 3kg),237245.52,
2024-01,Black,Packets (3kg - 5kg),576203.23,
2024-01,Black,Packets (5kg - 10kg),2039213.0,
2024-01,Green,Bags,61972.85,
2024-01,Green,Bulk,28428.0,
2024-01,Green,Packets (4g - 1kg),70636.04,
2024-01,Green,Packets (5kg - 10kg),500.0,
2024-01,Instant,Packets (>3kg),147290.0,
2024-01,RTD,RTD ( Liters ),1997.8,
2024-02,Black,Bags,1624926.03,
2024-02,Black,Bulk,10956516.4,
2024-02,Black,Packets (4g - 1kg),5477155.81,
2024-02,Black,Packets (1kg - 3kg),63711.02,
2024-02,Black,Packets (3kg - 5kg),826384.4,
2024-02,Black,Packets (5kg - 10kg),1897517.0,
2024-02,Green,Bags,76696.49,
2024-02,Green,Bulk,23583.0,
2024-02,Green,Packets (4g - 1kg),69149.86,
2024-02,Green,Packets (5kg - 10kg),1000.0,
2024-02,Instant,Packets (>3kg),291335.0,
2024-03,Black,Bags,1915518.09,
2024-03,Black,Bulk,9317729.24,
2024-03,Black,Packets (1kg - 3kg),181242.96,
2024-03,Black,Packets (3kg - 5kg),993975.63,
2024-03,Black,Packets (4g - 1kg),5907858.21,
2024-03,Black,Packets (5kg - 10kg),1601620.86,
2024-03,Green,Bags,83255.5,
2024-03,Green,Bulk,33617.0,
2024-03,Green,Packets (1kg - 3kg),1985.4,
2024-03,Green,Packets (3kg - 5kg),1020.0,
2024-03,Green,Packets (4g - 1kg),62799.25,
2024-03,Green,Packets(5kg-10kg),770.0,
2024-03,Instant,Packets (>3kg),53878.3,
2024-03,RTD,RTD,3006.0,
2024-04,Black,Bags,1226570.93,
2024-04,Black,Bulk,7693670.96,
2024-04,Black,Packets (1kg - 3kg),61204.04,
2024-04,Black,Packets (3kg - 5kg),567410.0,
2024-04,Black,Packets (4g - 1kg),4615694.62,
2024-04,Black,Packets (5kg - 10kg),1182258.0,
2024-04,Green,Bags,69488.42,
2024-04,Green,Bulk,20026.32,
2024-04,Green,Packets (1kg - 3kg),10.56,
2024-04,Green,Packets (3kg - 5kg),1300.0,
2024-04,Green,Packets (4g - 1kg),57292.88,
2024-04,Green,Packets (5kg - 10kg),4220.0,
2024-04,Instant,Packets (>3kg),28402.0,
2024-04,RTD,RTD,12.2,
2024-05,Black,Bags,1695701.32,
2024-05,Black,Bulk,8901152.13,
2024-05,Black,Packets (1kg - 3kg),151760.98,
2024-05,Black,Packets (3kg - 5kg),691552.59,
2024-05,Black,Packets (4g - 1kg),5589133.06,
2024-05,Black,Packets (5kg - 10kg),1052878.0,
2024-05,Green,Bags,72424.32,
2024-05,Green,Bulk,4579.76,
2024-05,Green,Packets (3kg - 5kg),4.0,
2024-05,Green,Packets (4g - 1kg),68717.67,
2024-05,Green,Packets (5kg - 10kg),3480.0,
2024-05,Instant,Packets (>3kg),43521.3,
2024-05,RTD,RTD,1679.4,
2024-06,Black,Bags,1512108.29,
2024-06,Black,Bulk,10200509.81,
2024-06,Black,Packets (1Kg-3Kg),194858.0,
2024-06,Black,Packets (3Kg-5Kg),683066.31,
2024-06,Black,Packets (4g-1Kg),5727347.47,
2024-06,Black,Packets (5Kg-10Kg),1117728.0,
2024-06,Green,Bags,59976.43,
2024-06,Green,Bulk,32202.16,
2024-06,Green,Packets (1Kg-3Kg),1119.0,
2024-06,Green,Packets (3Kg-5Kg),140.78,
2024-06,Green,Packets (4g-1Kg),64212.75,
2024-06,Green,Packets (5Kg-10Kg),10.0,
2024-06,Instant,Packets (>3Kg),59181.98,
2024-06,RTD,RTD,4002.17,
2024-07,Black,Bags,1507516.68,
2024-07,Black,Bulk,9403834.6,
2024-07,Black,Packets (1kg - 3kg),211924.94,
2024-07,Black,Packets (3kg - 5kg),638367.76,
2024-07,Black,Packets (4g - 1kg),6086671.93,
2024-07,Black,Packets (5kg - 10kg),1716012.4,
2024-07,Green,Bags,65569.38,
2024-07,Green,Bulk,31051.48,
2024-07,Green,Packets (1kg - 3kg),36.0,
2024-07,Green,Packets (4g - 1kg),58092.41,
2024-07,Green,Packets (5kg - 10kg),250.0,
2024-07,Instant,Packets (>3kg),42391.5,
2024-07,RTD,RTD,6180.8,
2024-08,Black,Bags,1659790.63,
2024-08,Black,Bulk,9388590.05,
2024-08,Black,Packets (1kg - 3kg),256291.97,
2024-08,Black,Packets (3kg - 5kg),812824.08,
2024-08,Black,Packets (4g - 1kg),6660359.28,
2024-08,Black,Packets (5kg - 10kg),1573040.0,
2024-08,Green,Bags,100220.93,
2024-08,Green,Bulk,89802.0,
2024-08,Green,Packets (1kg - 3kg),5.0,
2024-08,Green,Packets (3kg - 5kg),5.0,
2024-08,Green,Packets (4g - 1kg),52320.15,
2024-08,Green,Packets (5kg - 10kg),190.0,
2024-08,Instant,Packets (>3kg),58575.0,
2024-08,RTD,RTD,1990.06,
2024-09,Black,Bags,1451033.1,
2024-09,Black,Bulk,8137711.79,
2024-09,Black,Packets (1kg - 3kg),173913.0,
2024-09,Black,Packets (3kg - 5kg),636151.84,
2024-09,Black,Packets (4g - 1kg),6439286.91,
2024-09,Black,Packets (5kg - 10kg),1350749.68,
2024-09,Green,Bags,65876.69,
2024-09,Green,Bulk,46966.0,
2024-09,Green,Packets (1kg - 3kg),4037.0,
2024-09,Green,Packets (3kg - 5kg),730.0,
2024-09,Green,Packets (4g - 1kg),41778.99,
2024-09,Green,Packets (5kg - 10kg),730.0,
2024-09,Instant,Bags,375.0,
2024-09,Instant,Packets (>3kg),27273.6,
2024-09,Instant,Packets (4g - 1kg),75.0,
2024-09,RTD,RTD,44.4,
2024-10,Black,Bags,1859642.45,
2024-10,Black,Bulk,8523317.15,
2024-10,Black,Packets (1kg - 3kg),333921.85,
2024-10,Black,Packets (3kg - 5kg),616827.18,
2024-10,Black,Packets (4g - 1kg),5979112.05,
2024-10,Black,Packets (5kg - 10kg),1649171.0,
2024-10,Green,Bags,64693.19,
2024-10,Green,Bulk,36236.0,
2024-10,Green,Packets (1kg - 3kg),2.0,
2024-10,Green,Packets (3kg - 5kg),1500.0,
2024-10,Green,Packets (4g - 1kg),71749.09,
2024-10,Green,Packets (5kg - 10kg),2440.0,
2024-10,Instant,Packets (>3kg),39615.0,
2024-10,RTD,RTD,235.5,
2024-11,Black,Bags,1534265.09,
2024-11,Black,Bulk,8118893.69,
2024-11,Black,Packets (1kg - 3kg),262155.24,
2024-11,Black,Packets (3kg - 5kg),839775.44,
2024-11,Black,Packets (4g - 1kg),6454285.85,
2024-11,Black,Packets (5kg - 10kg),1249315.93,
2024-11,Green,Bags,46097.9,
2024-11,Green,Bulk,9896.02,
2024-11,Green,Packets (4g - 1kg),69084.95,
2024-11,Green,Packets (5kg - 10kg),320.0,
2024-11,Instant,Packets (>3kg),31519.4,
2024-11,RTD,RTD,478.0,
2024-12,Black,Bags,1648716.15,
2024-12,Black,Bulk,9496427.25,
2024-12,Black,Packets (1kg - 3kg),90105.65,
2024-12,Black,Packets (3kg - 5kg),634138.0,
2024-12,Black,Packets (4g - 1kg),7386589.84,
2024-12,Black,Packets (5kg - 10kg),1306453.0,
2024-12,Green,Bags,83342.87,
2024-12,Green,Bulk,56126.0,
2024-12,Green,Packets (1kg - 3kg),54.75,
2024-12,Green,Packets (4g - 1kg),65361.36,
2024-12,Green,Packets (3kg - 5kg),6.0,
2024-12,Instant,Bags,300.0,
2024-12,Instant,Packets (>3kg),87235.5,
2024-12,RTD,RTD,833.4,
2025-01,Black,Bags,1514506.09,
2025-01,Black,Bulk,8004897.09,
2025-01,Black,Packets (1kg - 3kg),111298.08,
2025-01,Black,Packets (3kg - 5kg),508932.04,
2025-01,Black,Packets (4g - 1kg),6798099.33,
2025-01,Black,Packets (5kg - 10kg),831283.0,
2025-01,Green,Bags,78094.27,
2025-01,Green,Bulk,11515.0,
2025-01,Green,Packets (1kg - 3kg),2618.6,
2025-01,Green,Packets (4g - 1kg),64426.86,
2025-01,Green,Packets (3kg - 5kg),5.0,
2025-01,Instant,Bags,60.0,
2025-01,Instant,Packets (>3kg),67495.0,
2025-01,RTD,RTD,25.2,
2025-02,Black,Bags,1443539.25,
2025-02,Black,Bulk,8727908.77,
2025-02,Black,Packets (1kg - 3kg),142396.56,
2025-02,Black,Packets (3kg - 5kg),640671.0,
2025-02,Black,Packets (4g - 1kg),6452985.42,
2025-02,Black,Packets (5kg - 10kg),1034143.0,
2025-02,Green,Bags,57369.15,
2025-02,Green,Bulk,32417.0,
2025-02,Green,Packets (1kg - 3kg),204.0,
2025-02,Green,Packets (3kg - 5kg),450.0,
2025-02,Green,Packets (4g - 1kg),55822.12,
2025-02,Green,Packets (5kg - 10kg),180.0,
2025-02,Instant,Packets (>3kg),41404.8,
2025-03,Black,Bags,1718761.41,
2025-03,Black,Bulk,10269254.22,
2025-03,Black,Packets (1kg - 3kg),179811.29,
2025-03,Black,Packets (3kg - 5kg),787066.8,
2025-03,Black,Packets (4g - 1kg),7156950.02,
2025-03,Black,Packets (5kg - 10kg),1409918.0,
2025-03,Green,Bags,85086.68,
2025-03,Green,Bulk,20290.0,
2025-03,Green,Packets (1kg - 3kg),988.8,
2025-03,Green,Packets (3kg - 5kg),4.0,
2025-03,Green,Packets (4g - 1kg),70600.0,
2025-03,Green,Packets (5kg - 10kg),3020.0,
2025-03,Instant,Bags,540.0,
2025-03,Instant,Packets (>3kg),69509.5,
2025-03,RTD,RTD,10368.0,
2025-04,Black,Bags,1398036.48,
2025-04,Black,Bulk,6641105.57,
2025-04,Black,Packets (1kg - 3kg),47783.2,
2025-04,Black,Packets (3kg - 5kg),748746.68,
2025-04,Black,Packets (4g - 1kg),6328780.38,
2025-04,Black,Packets (5kg - 10kg),1399492.78,
2025-04,Green,Bags,67907.51,
2025-04,Green,Bulk,9222.2,
2025-04,Green,Packets (1kg - 3kg),2265.0,
2025-04,Green,Packets (3kg - 5kg),1195.0,
2025-04,Green,Packets (4g - 1kg),63860.85,
2025-04,Green,Packets (5kg - 10kg),430.0,
2025-04,Instant,Packets (>3kg),82044.1,
2025-04,Instant,Packets (4g - 1kg),0.2,
2025-04,RTD,RTD,80.4,
2025-05,Black,Bags,1431250.7,
2025-05,Black,Bulk,9089363.55,
2025-05,Black,Packets (1kg - 3kg),260996.56,
2025-05,Black,Packets (3kg - 5kg),661965.2,
2025-05,Black,Packets (4g - 1kg),7202965.0,
2025-05,Black,Packets (5kg - 10kg),1812087.0,
2025-05,Green,Bags,68494.92,
2025-05,Green,Bulk,15500.0,
2025-05,Green,Packets (3kg - 5kg),1180.0,
2025-05,Green,Packets (4g - 1kg),73753.58,
2025-05,Green,Packets (5kg - 10kg),250.0,
2025-05,Instant,Packets (>3kg),111112.8,
2025-05,RTD,RTD,29820.0,
2025-06,Black,Bags,1481448.78,
2025-06,Black,Bulk,8321427.86,
2025-06,Black,Packets (1kg - 3kg),240492.27,
2025-06,Black,Packets (3kg - 5kg),890605.44,
2025-06,Black,Packets (4g - 1kg),7921100.02,
2025-06,Black,Packets (5kg - 10kg),2396044.48,
2025-06,Green,Bags,59456.62,
2025-06,Green,Bulk,72825.72,
2025-06,Green,Packets (1kg - 3kg),194.0,
2025-06,Green,Packets (3kg - 5kg),165.9,
2025-06,Green,Packets (4g - 1kg),54786.37,
2025-06,Green,Packets (5kg - 10kg),8.0,
2025-06,Instant,Packets (>3kg),80101.9,
2025-07,Black,Bags,1626609.45,
2025-07,Black,Bulk,9920736.92,
2025-07,Black,Packets (1kg - 3kg),324219.08,
2025-07,Black,Packets (3kg - 5kg),888605.54,
2025-07,Black,Packets (4g - 1kg),7152365.38,
2025-07,Black,Packets (5kg - 10kg),2145231.0,
2025-07,Green,Bags,104492.06,
2025-07,Green,Bulk,44160.8,
2025-07,Green,Packets (1kg - 3kg),48.14,
2025-07,Green,Packets (3kg - 5kg),4.0,
2025-07,Green,Packets (4g - 1kg),84336.72,
2025-07,Green,Packets (5kg - 10kg),170.0,
2025-07,Instant,Bags,1080.0,
2025-07,Instant,Packets (>3kg),96759.7,
2025-08,Black,Bags,1750849.06,
2025-08,Black,Bulk,10004633.25,
2025-08,Black,Packets (1kg - 3kg),209133.74,
2025-08,Black,Packets (3kg - 5kg),939152.78,
2025-08,Black,Packets (4g - 1kg),6502848.0,
2025-08,Black,Packets (5kg - 10kg),2101205.0,
2025-08,Green,Bags,81653.59,
2025-08,Green,Bulk,29536.36,
2025-08,Green,Packets (3kg - 5kg),201.8,
2025-08,Green,Packets (4g - 1kg),75783.81,
2025-08,Green,Packets (5kg - 10kg),310.0,
2025-08,Instant,Packets (>3kg),71141.0,
2025-09,Black,Bags,1647119.52,
2025-09,Black,Bulk,9780183.3,
2025-09,Black,Packets (1kg - 3kg),212470.48,
2025-09,Black,Packets (3kg - 5kg),781099.36,
2025-09,Black,Packets (4g - 1kg),6934063.03,
2025-09,Black,Packets (5kg - 10kg),2176538.0,
2025-09,Green,Bags,93997.53,
2025-09,Green,Bulk,25051.0,
2025-09,Green,Packets (1kg - 3kg),3855.0,
2025-09,Green,Packets (4g - 1kg),59767.47,
2025-09,Green,Packets (5kg - 10kg),45.0,
2025-09,Instant,Packets (>3kg),108539.92,
2025-10,Black,Bags,1637185.9,
2025-10,Black,Bulk,7972315.46,
2025-10,Black,Packets (1kg - 3kg),302728.97,
2025-10,Black,Packets (3kg - 5kg),1067729.14,
2025-10,Black,Packets (4g - 1kg),7089031.38,
2025-10,Black,Packets (5kg - 10kg),1697729.2,
2025-10,Green,Bags,84196.11,
2025-10,Green,Bulk,45315.0,
2025-10,Green,Packets (3kg - 5kg),200.0,
2025-10,Green,Packets (4g - 1kg),82690.32,
2025-10,Green,Packets (5kg - 10kg),130.0,
2025-10,Instant,Packets (>3kg),33723.6,
2025-11,Black,Bags,1348308.43,
2025-11,Black,Bulk,7334770.36,
2025-11,Black,Packets (1kg - 3kg),318639.39,
2025-11,Black,Packets (3kg - 5kg),611741.58,
2025-11,Black,Packets (4g - 1kg),6544038.39,
2025-11,Black,Packets (5kg - 10kg),1311734.6,
2025-11,Green,Bags,64175.57,
2025-11,Green,Bulk,65221.0,
2025-11,Green,Packets (1kg - 3kg),1602.0,
2025-11,Green,Packets (3kg - 5kg),1036.0,
2025-11,Green,Packets (4g - 1kg),48661.09,
2025-11,Green,Packets (5kg - 10kg),4100.0,
2025-11,Instant,Bags,300.0,
2025-11,Instant,Packets (>3kg),66197.2,
2025-11,Instant,Packets (1kg - 3kg),1008.0,
2025-12,Black,Bags,1437780.93,
2025-12,Black,Bulk,7686839.78,
2025-12,Black,Packets (1kg - 3kg),257351.85,
2025-12,Black,Packets (3kg - 5kg),287968.0,
2025-12,Black,Packets (4g - 1kg),5223429.47,
2025-12,Black,Packets (5kg - 10kg),1026334.0,
2025-12,Green,Bags,64006.59,
2025-12,Green,Bulk,7210.0,
2025-12,Green,Packets (3kg - 5kg),486.0,
2025-12,Green,Packets (4g - 1kg),63630.96,
2025-12,Instant,Bags,60.0,
2025-12,Instant,Packets (>3kg),69747.6,
2026-01,Black,Bags,1456992.67,
2026-01,Black,Bulk,8626430.34,
2026-01,Black,Packets (1kg - 3kg),399560.3,
2026-01,Black,Packets (3kg - 5kg),788366.08,
2026-01,Black,Packets (4g - 1kg),6477630.72,
2026-01,Black,Packets (5kg - 10kg),947270.0,
2026-01,Green,Bags,62880.44,
2026-01,Green,Bulk,24992.16,
2026-01,Green,Packets (1kg - 3kg),4648.5,
2026-01,Green,Packets (4g - 1kg),70740.43,
2026-01,Green,Packets (5kg - 10kg),150.0,
2026-01,Instant,Packets (>3kg),98517.2,
2026-02,Black,Bags,1417826.2,
2026-02,Black,Bulk,8182033.63,
2026-02,Black,Packets (1kg - 3kg),182431.22,
2026-02,Black,Packets (3kg - 5kg),635222.48,
2026-02,Black,Packets (4g - 1kg),5832946.19,
2026-02,Black,Packets (5kg - 10kg),1727316.7,
2026-02,Green,Bags,55466.9,
2026-02,Green,Bulk,8081.0,
2026-02,Green,Packets (3kg - 5kg),407.0,
2026-02,Green,Packets (4g - 1kg),50308.7,
2026-02,Instant,Bags,90.0,
2026-02,Instant,Packets (>3kg),117110.2,
2026-03,Black,Bags,1525520.37,
2026-03,Black,Bulk,7333736.35,
2026-03,Black,Packets (1kg - 3kg),233105.29,
2026-03,Black,Packets (3kg - 5kg),767041.62,
2026-03,Black,Packets (4g - 1kg),6442009.27,
2026-03,Black,Packets (5kg - 10kg),1536311.6,
2026-03,Green,Bags,75395.74,
2026-03,Green,Bulk,38457.0,
2026-03,Green,Packets (1kg - 3kg),27.22,
2026-03,Green,Packets (4g - 1kg),65773.38,
2026-03,Green,Packets (5kg - 10kg),4150.0,
2026-03,Instant,Bags,120.0,
2026-03,Instant,Packets (>3kg),126767.5,
2026-04,Black,Bags,1148886.02,
2026-04,Black,Bulk,7111474.24,
2026-04,Black,Packets (1kg - 3kg),256150.91,
2026-04,Black,Packets (3kg - 5kg),458082.4,
2026-04,Black,Packets (4g - 1kg),6177862.11,
2026-04,Black,Packets (5kg - 10kg),1204628.0,
2026-04,Green,Bags,60412.84,
2026-04,Green,Bulk,16840.36,
2026-04,Green,Packets (1kg - 3kg),27.22,
2026-04,Green,Packets (3kg - 5kg),845.53,
2026-04,Green,Packets (4g - 1kg),33178.03,
2026-04,Green,Packets (5kg - 10kg),180.0,
2026-04,Instant,Bags,360.0,
2026-04,Instant,Packets (>3kg),140508.4,
